UniqueID,timestamp,Total Rides,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
ID6433,30/09/2015 00:00,212,13,13,77,9,Broken Clouds,Non Holiday,Weekday,Autumn
ID6434,30/09/2015 01:00,128,12.5,12.5,79.5,10,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6435,30/09/2015 02:00,63,12,12,79.5,8,Clear,Non Holiday,Weekday,Autumn
ID6436,30/09/2015 03:00,60,11,11,82,6.5,Clear,Non Holiday,Weekday,Autumn
ID6437,30/09/2015 04:00,46,11.5,11.5,82,3.5,Clear,Non Holiday,Weekday,Autumn
ID6438,30/09/2015 05:00,126,11.5,11.5,85,12,Clear,Non Holiday,Weekday,Autumn
ID6439,30/09/2015 06:00,684,11,11,88,10,Clear,Non Holiday,Weekday,Autumn
ID6440,30/09/2015 07:00,2447,11.5,11.5,85,6.5,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6441,30/09/2015 08:00,4833,13,13,77,9,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6442,30/09/2015 09:00,2361,14.5,14.5,74.5,17,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6443,30/09/2015 10:00,1212,15,15,70,25,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6444,30/09/2015 11:00,1126,16.5,16.5,59.5,29.5,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6445,30/09/2015 12:00,1554,17.5,17.5,46,33,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6446,30/09/2015 13:00,1534,17.5,17.5,44,30.5,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6447,30/09/2015 14:00,1373,18,18,41.5,32,Clear,Non Holiday,Weekday,Autumn
ID6448,30/09/2015 15:00,1717,18,18,43,33,Clear,Non Holiday,Weekday,Autumn
ID6449,30/09/2015 16:00,2097,17,17,42,31,Clear,Non Holiday,Weekday,Autumn
ID6450,30/09/2015 17:00,4100,16,16,55,28,Clear,Non Holiday,Weekday,Autumn
ID6451,30/09/2015 18:00,3930,16,16,59,23,Clear,Non Holiday,Weekday,Autumn
ID6452,30/09/2015 19:00,2045,15,15,65.5,19,Clear,Non Holiday,Weekday,Autumn
ID6453,30/09/2015 20:00,1206,14.5,14.5,70,12,Clear,Non Holiday,Weekday,Autumn
ID6454,30/09/2015 21:00,915,14,14,72,8,Clear,Non Holiday,Weekday,Autumn
ID6455,30/09/2015 22:00,698,14,14,77,6.5,Broken Clouds,Non Holiday,Weekday,Autumn
ID6456,30/09/2015 23:00,474,13,13,82,6.5,Clear,Non Holiday,Weekday,Autumn
ID6457,01/10/2015 00:00,250,12.5,12.5,85,5,Clear,Non Holiday,Weekday,Autumn
ID6458,01/10/2015 01:00,162,12,12,88,5,Clear,Non Holiday,Weekday,Autumn
ID6459,01/10/2015 02:00,90,12,12,85,5,Clear,Non Holiday,Weekday,Autumn
ID6460,01/10/2015 03:00,65,12,12,82,6.5,Clear,Non Holiday,Weekday,Autumn
ID6461,01/10/2015 04:00,54,11.5,11.5,85,13,Clear,Non Holiday,Weekday,Autumn
ID6462,01/10/2015 05:00,130,11,11,88,13,Clear,Non Holiday,Weekday,Autumn
ID6463,01/10/2015 06:00,678,11,11,88,13,Clear,Non Holiday,Weekday,Autumn
ID6464,01/10/2015 07:00,2380,11,11,88,11,Clear,Non Holiday,Weekday,Autumn
ID6465,01/10/2015 08:00,4718,12.5,12.5,79.5,12,Clear,Non Holiday,Weekday,Autumn
ID6466,01/10/2015 09:00,2430,14,14,74.5,14,Clear,Non Holiday,Weekday,Autumn
ID6467,01/10/2015 10:00,1155,16,16,65.5,23,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6468,01/10/2015 11:00,1207,16.5,16.5,55.5,26,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6469,01/10/2015 12:00,1514,17,17,56,29,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6470,01/10/2015 13:00,1599,17,17,56,27,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6471,01/10/2015 14:00,1523,17.5,17.5,54,25,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6472,01/10/2015 15:00,1634,18,18,54,25,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6473,01/10/2015 16:00,2190,18,18,52,26,Clear,Non Holiday,Weekday,Autumn
ID6474,01/10/2015 17:00,3905,17,17,59,22,Clear,Non Holiday,Weekday,Autumn
ID6475,01/10/2015 18:00,3536,16,16,59,20,Clear,Non Holiday,Weekday,Autumn
ID6476,01/10/2015 19:00,1931,15,15,63,15,Clear,Non Holiday,Weekday,Autumn
ID6477,01/10/2015 20:00,1219,14,14,72,15,Broken Clouds,Non Holiday,Weekday,Autumn
ID6478,01/10/2015 21:00,899,14,14,74.5,12,Broken Clouds,Non Holiday,Weekday,Autumn
ID6479,01/10/2015 22:00,710,13.5,13.5,79.5,8,Broken Clouds,Non Holiday,Weekday,Autumn
ID6480,01/10/2015 23:00,583,13,13,82,8,Broken Clouds,Non Holiday,Weekday,Autumn
ID6481,02/10/2015 00:00,346,13,13,82,7.5,Broken Clouds,Non Holiday,Weekday,Autumn
ID6482,02/10/2015 01:00,200,12,12,88,8,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6483,02/10/2015 02:00,152,11.5,11.5,88,5,Clear,Non Holiday,Weekday,Autumn
ID6484,02/10/2015 03:00,91,11,11,88,6,Clear,Non Holiday,Weekday,Autumn
ID6485,02/10/2015 04:00,50,11,11,88,5,Clear,Non Holiday,Weekday,Autumn
ID6486,02/10/2015 05:00,132,10.5,10.5,88,4,Clear,Non Holiday,Weekday,Autumn
ID6487,02/10/2015 06:00,576,9.5,9.5,91,4,Clear,Non Holiday,Weekday,Autumn
ID6488,02/10/2015 07:00,2111,9.5,9.5,91,4,Clear,Non Holiday,Weekday,Autumn
ID6489,02/10/2015 08:00,4470,11,11,88,4,Clear,Non Holiday,Weekday,Autumn
ID6490,02/10/2015 09:00,2799,13.5,13.5,74.5,10,Clear,Non Holiday,Weekday,Autumn
ID6491,02/10/2015 10:00,1333,15.5,15.5,65.5,17,Clear,Non Holiday,Weekday,Autumn
ID6492,02/10/2015 11:00,1308,16,16,63,17,Clear,Non Holiday,Weekday,Autumn
ID6493,02/10/2015 12:00,1741,17,17,56,17,Clear,Non Holiday,Weekday,Autumn
ID6494,02/10/2015 13:00,1785,17.5,17.5,56,13,Clear,Non Holiday,Weekday,Autumn
ID6495,02/10/2015 14:00,1702,18,18,52,16,Clear,Non Holiday,Weekday,Autumn
ID6496,02/10/2015 15:00,1918,18,18,49,16,Clear,Non Holiday,Weekday,Autumn
ID6497,02/10/2015 16:00,2445,17.5,17.5,50.5,16,Clear,Non Holiday,Weekday,Autumn
ID6498,02/10/2015 17:00,3952,16.5,16.5,57.5,17,Clear,Non Holiday,Weekday,Autumn
ID6499,02/10/2015 18:00,3282,15.5,15.5,61,17,Clear,Non Holiday,Weekday,Autumn
ID6500,02/10/2015 19:00,1864,13.5,13.5,69.5,15,Clear,Non Holiday,Weekday,Autumn
ID6501,02/10/2015 20:00,1034,13,13,77,13,Clear,Non Holiday,Weekday,Autumn
ID6502,02/10/2015 21:00,797,13,13,77,13,Clear,Non Holiday,Weekday,Autumn
ID6503,02/10/2015 22:00,725,12,12,82,7,Broken Clouds,Non Holiday,Weekday,Autumn
ID6504,02/10/2015 23:00,690,13,13,77,6,Cloudy,Non Holiday,Weekday,Autumn
ID6505,03/10/2015 00:00,507,12,12,82,5,Cloudy,Non Holiday,Weekend,Autumn
ID6506,03/10/2015 01:00,430,12,12,82,5,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6507,03/10/2015 02:00,320,10.5,10.5,88,5,Clear,Non Holiday,Weekend,Autumn
ID6508,03/10/2015 03:00,237,10.5,10.5,91,6.5,Clear,Non Holiday,Weekend,Autumn
ID6509,03/10/2015 04:00,171,10.5,10.5,88,6,Broken Clouds,Non Holiday,Weekend,Autumn
ID6510,03/10/2015 05:00,101,11,11,88,5,Broken Clouds,Non Holiday,Weekend,Autumn
ID6511,03/10/2015 06:00,104,11,11,88,6,Broken Clouds,Non Holiday,Weekend,Autumn
ID6512,03/10/2015 07:00,317,11,11,88,7,Broken Clouds,Non Holiday,Weekend,Autumn
ID6513,03/10/2015 08:00,619,11,11,91,6.5,Broken Clouds,Non Holiday,Weekend,Autumn
ID6514,03/10/2015 09:00,1087,10.5,10.5,97,5,Broken Clouds,Non Holiday,Weekend,Autumn
ID6515,03/10/2015 10:00,1499,11,11,94,5,Broken Clouds,Non Holiday,Weekend,Autumn
ID6516,03/10/2015 11:00,1927,12,12,88,6.5,Broken Clouds,Non Holiday,Weekend,Autumn
ID6517,03/10/2015 12:00,2239,13.5,13.5,85,4,Broken Clouds,Non Holiday,Weekend,Autumn
ID6518,03/10/2015 13:00,2571,14.5,14.5,79.5,4,Broken Clouds,Non Holiday,Weekend,Autumn
ID6519,03/10/2015 14:00,2569,15,15,72.5,6,Broken Clouds,Non Holiday,Weekend,Autumn
ID6520,03/10/2015 15:00,2725,16.5,16.5,63.5,3,Clear,Non Holiday,Weekend,Autumn
ID6521,03/10/2015 16:00,2667,16,16,63,5,Clear,Non Holiday,Weekend,Autumn
ID6522,03/10/2015 17:00,2457,15.5,15.5,65.5,6,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6523,03/10/2015 18:00,2002,15,15,70,6,Clear,Non Holiday,Weekend,Autumn
ID6524,03/10/2015 19:00,1472,14.5,14.5,70,7,Clear,Non Holiday,Weekend,Autumn
ID6525,03/10/2015 20:00,801,13.5,13.5,74.5,6.5,Clear,Non Holiday,Weekend,Autumn
ID6526,03/10/2015 21:00,598,13,13,77,7,Broken Clouds,Non Holiday,Weekend,Autumn
ID6527,03/10/2015 22:00,832,12,12,82,6,Clear,Non Holiday,Weekend,Autumn
ID6528,03/10/2015 23:00,704,12,12,82,8,Cloudy,Non Holiday,Weekend,Autumn
ID6529,04/10/2015 00:00,680,11.5,11.5,82,9,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6530,04/10/2015 01:00,609,11.5,11.5,82,7,Broken Clouds,Non Holiday,Weekend,Autumn
ID6531,04/10/2015 02:00,430,10.5,10.5,88,6,Broken Clouds,Non Holiday,Weekend,Autumn
ID6532,04/10/2015 03:00,240,10,9,88,8,Clear,Non Holiday,Weekend,Autumn
ID6533,04/10/2015 04:00,147,9,7.5,87,10,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6534,04/10/2015 05:00,135,9.5,8.5,84.5,9,Cloudy,Non Holiday,Weekend,Autumn
ID6535,04/10/2015 06:00,130,9.5,8.5,84.5,7,Broken Clouds,Non Holiday,Weekend,Autumn
ID6536,04/10/2015 07:00,183,9.5,8.5,84.5,7,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6537,04/10/2015 08:00,393,10.5,10.5,79.5,5,Clear,Non Holiday,Weekend,Autumn
ID6538,04/10/2015 09:00,901,12.5,12.5,69.5,3,Clear,Non Holiday,Weekend,Autumn
ID6539,04/10/2015 10:00,1564,14,14,65,7.5,Clear,Non Holiday,Weekend,Autumn
ID6540,04/10/2015 11:00,2369,16,16,59,5,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6541,04/10/2015 12:00,2716,16.5,16.5,57.5,8,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6542,04/10/2015 13:00,2964,17,17,56,10,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6543,04/10/2015 14:00,3011,18,18,52,10,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6544,04/10/2015 15:00,3001,18,18,52,12,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6545,04/10/2015 16:00,2798,17.5,17.5,55.5,11,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6546,04/10/2015 17:00,2346,16.5,16.5,61,10,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6547,04/10/2015 18:00,1985,15.5,15.5,68,11,Clear,Non Holiday,Weekend,Autumn
ID6548,04/10/2015 19:00,1134,14.5,14.5,74.5,11,Clear,Non Holiday,Weekend,Autumn
ID6549,04/10/2015 20:00,742,13.5,13.5,79.5,16,Clear,Non Holiday,Weekend,Autumn
ID6550,04/10/2015 21:00,578,13,13,79.5,16,Clear,Non Holiday,Weekend,Autumn
ID6551,04/10/2015 22:00,474,13,13,77,18.5,Clear,Non Holiday,Weekend,Autumn
ID6552,04/10/2015 23:00,354,13,13,82,19.5,Clear,Non Holiday,Weekend,Autumn
ID6553,05/10/2015 00:00,179,13,13,82,17,Clear,Non Holiday,Weekday,Autumn
ID6554,05/10/2015 01:00,142,13,13,88,12,Clear,Non Holiday,Weekday,Autumn
ID6555,05/10/2015 02:00,80,14,14,82,17,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6556,05/10/2015 03:00,45,14,14,82,14,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6557,05/10/2015 04:00,52,14.5,14.5,85,15,Cloudy,Non Holiday,Weekday,Autumn
ID6558,05/10/2015 05:00,130,15,15,82,18,Cloudy,Non Holiday,Weekday,Autumn
ID6559,05/10/2015 06:00,601,14,14,91,17,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6560,05/10/2015 07:00,2117,14.5,14.5,91,15,Broken Clouds,Non Holiday,Weekday,Autumn
ID6561,05/10/2015 08:00,4334,15,15,88,14,Broken Clouds,Non Holiday,Weekday,Autumn
ID6562,05/10/2015 09:00,2088,16,16,88,15,Broken Clouds,Non Holiday,Weekday,Autumn
ID6563,05/10/2015 10:00,658,16.5,16.5,88,16,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6564,05/10/2015 11:00,527,17,17,88,15,Broken Clouds,Non Holiday,Weekday,Autumn
ID6565,05/10/2015 12:00,676,17.5,17.5,85.5,15,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6566,05/10/2015 13:00,618,18,18,83,16,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6567,05/10/2015 14:00,493,17.5,17.5,91,14,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6568,05/10/2015 15:00,729,18,18,88,12,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6569,05/10/2015 16:00,1234,18,18,88,12,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6570,05/10/2015 17:00,1923,17.5,17.5,88,12,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6571,05/10/2015 18:00,1908,17,17,91,12,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6572,05/10/2015 19:00,1005,17,17,88,11,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6573,05/10/2015 20:00,531,16.5,16.5,91,9,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6574,05/10/2015 21:00,319,16,16,94,10,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6575,05/10/2015 22:00,198,16,16,94,10,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6576,05/10/2015 23:00,154,16,16,94,12,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6577,06/10/2015 00:00,101,16,16,94,15,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6578,06/10/2015 01:00,70,16,16,94,12,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6579,06/10/2015 02:00,57,16,16,94,8,Broken Clouds,Non Holiday,Weekday,Autumn
ID6580,06/10/2015 03:00,41,16,16,94,7,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6581,06/10/2015 04:00,35,16,16,94,7,Broken Clouds,Non Holiday,Weekday,Autumn
ID6582,06/10/2015 05:00,122,16,16,94,6.5,Broken Clouds,Non Holiday,Weekday,Autumn
ID6583,06/10/2015 06:00,659,16,16,94,9,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6584,06/10/2015 07:00,2182,16,16,94,7,Broken Clouds,Non Holiday,Weekday,Autumn
ID6585,06/10/2015 08:00,4325,16,16,94,10,Broken Clouds,Non Holiday,Weekday,Autumn
ID6586,06/10/2015 09:00,1794,16.5,16.5,91,16,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6587,06/10/2015 10:00,468,17,17,91,13,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6588,06/10/2015 11:00,686,17.5,17.5,91,14,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6589,06/10/2015 12:00,986,18,18,80.5,16.5,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6590,06/10/2015 13:00,1159,19,19,73,16,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6591,06/10/2015 14:00,1111,19.5,19.5,66,19,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6592,06/10/2015 15:00,1237,19.5,19.5,66,20,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6593,06/10/2015 16:00,1881,18,18,73,16,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6594,06/10/2015 17:00,2355,17.5,17.5,75,16,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6595,06/10/2015 18:00,2590,16,16,85.5,17,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6596,06/10/2015 19:00,1576,16,16,85.5,12,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6597,06/10/2015 20:00,985,16,16,88,8,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6598,06/10/2015 21:00,705,15,15,94,5,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6599,06/10/2015 22:00,478,15,15,94,11,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6600,06/10/2015 23:00,289,15,15,94,17,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6601,07/10/2015 00:00,154,15,15,94,16,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6602,07/10/2015 01:00,96,15,15,94,19.5,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6603,07/10/2015 02:00,78,15,15,91,17,Broken Clouds,Non Holiday,Weekday,Autumn
ID6604,07/10/2015 03:00,37,15,15,91,14,Broken Clouds,Non Holiday,Weekday,Autumn
ID6605,07/10/2015 04:00,31,15,15,94,17,Broken Clouds,Non Holiday,Weekday,Autumn
ID6606,07/10/2015 05:00,117,15,15,94,16,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6607,07/10/2015 06:00,713,15,15,94,17,Broken Clouds,Non Holiday,Weekday,Autumn
ID6608,07/10/2015 07:00,2288,16,16,83,18,Broken Clouds,Non Holiday,Weekday,Autumn
ID6609,07/10/2015 08:00,4411,16,16,85.5,17,Broken Clouds,Non Holiday,Weekday,Autumn
ID6610,07/10/2015 09:00,2073,15.5,15.5,85.5,21.5,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6611,07/10/2015 10:00,846,15,15,91,21,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6612,07/10/2015 11:00,843,15,15,88,19.5,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6613,07/10/2015 12:00,1100,15,15,82,23,Broken Clouds,Non Holiday,Weekday,Autumn
ID6614,07/10/2015 13:00,1008,15,15,82,23,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6615,07/10/2015 14:00,601,14.5,14.5,88,18,Rain / Light Rain,Non Holiday,Weekday,Autumn
ID6616,07/10/2015 15:00,1029,14.5,14.5,82.5,20.5,Broken Clouds,Non Holiday,Weekday,Autumn
ID6617,07/10/2015 16:00,1566,15,15,74.5,22,Broken Clouds,Non Holiday,Weekday,Autumn
ID6618,07/10/2015 17:00,3288,15,15,72,21,Broken Clouds,Non Holiday,Weekday,Autumn
ID6619,07/10/2015 18:00,3349,15,15,72,21,Broken Clouds,Non Holiday,Weekday,Autumn
ID6620,07/10/2015 19:00,1889,15,15,68,18.5,Broken Clouds,Non Holiday,Weekday,Autumn
ID6621,07/10/2015 20:00,1140,14.5,14.5,67.5,19.5,Broken Clouds,Non Holiday,Weekday,Autumn
ID6622,07/10/2015 21:00,867,14,14,63,22,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6623,07/10/2015 22:00,707,14,14,63,20,Cloudy,Non Holiday,Weekday,Autumn
ID6624,07/10/2015 23:00,398,13,13,67,16,Cloudy,Non Holiday,Weekday,Autumn
ID6625,08/10/2015 00:00,245,12.5,12.5,69.5,12,Broken Clouds,Non Holiday,Weekday,Autumn
ID6626,08/10/2015 01:00,162,11.5,11.5,72,11,Clear,Non Holiday,Weekday,Autumn
ID6627,08/10/2015 02:00,109,10.5,9.5,79.5,9,Clear,Non Holiday,Weekday,Autumn
ID6628,08/10/2015 03:00,44,10,8,82,12,Broken Clouds,Non Holiday,Weekday,Autumn
ID6629,08/10/2015 04:00,44,9,7,87,13,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6630,08/10/2015 05:00,124,9,7,84.5,14,Clear,Non Holiday,Weekday,Autumn
ID6631,08/10/2015 06:00,646,8.5,6.5,84.5,14,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6632,08/10/2015 07:00,2295,9,7,84.5,13,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6633,08/10/2015 08:00,4684,9.5,7.5,82,13,Clear,Non Holiday,Weekday,Autumn
ID6634,08/10/2015 09:00,2430,10.5,9.5,79.5,11,Clear,Non Holiday,Weekday,Autumn
ID6635,08/10/2015 10:00,1183,12.5,12.5,72,9,Clear,Non Holiday,Weekday,Autumn
ID6636,08/10/2015 11:00,1147,15.5,15.5,61,6.5,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6637,08/10/2015 12:00,1538,15.5,15.5,59,12,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6638,08/10/2015 13:00,1526,15.5,15.5,53.5,9,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6639,08/10/2015 14:00,1421,16,16,53.5,10,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6640,08/10/2015 15:00,1421,16,16,53.5,6,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6641,08/10/2015 16:00,1877,16,16,53.5,6,Clear,Non Holiday,Weekday,Autumn
ID6642,08/10/2015 17:00,3664,15.5,15.5,57,6.5,Clear,Non Holiday,Weekday,Autumn
ID6643,08/10/2015 18:00,3538,14.5,14.5,65,5,Clear,Non Holiday,Weekday,Autumn
ID6644,08/10/2015 19:00,2001,13,13,77,4,Clear,Non Holiday,Weekday,Autumn
ID6645,08/10/2015 20:00,1306,13,13,77,2,Clear,Non Holiday,Weekday,Autumn
ID6646,08/10/2015 21:00,916,12,12,85,0,Clear,Non Holiday,Weekday,Autumn
ID6647,08/10/2015 22:00,783,11.5,11.5,88,2,Clear,Non Holiday,Weekday,Autumn
ID6648,08/10/2015 23:00,572,11,11,88,2,Clear,Non Holiday,Weekday,Autumn
ID6649,09/10/2015 00:00,311,11,11,85,4,Clear,Non Holiday,Weekday,Autumn
ID6650,09/10/2015 01:00,204,10,10,94,2,Clear,Non Holiday,Weekday,Autumn
ID6651,09/10/2015 02:00,145,10,10,88,4,Clear,Non Holiday,Weekday,Autumn
ID6652,09/10/2015 03:00,105,9,8.5,94,5,Clear,Non Holiday,Weekday,Autumn
ID6653,09/10/2015 04:00,71,8.5,8,90,5,Clear,Non Holiday,Weekday,Autumn
ID6654,09/10/2015 05:00,140,9,8.5,94,5,Clear,Non Holiday,Weekday,Autumn
ID6655,09/10/2015 06:00,554,8,8,93,4,Clear,Non Holiday,Weekday,Autumn
ID6656,09/10/2015 08:00,4360,9.5,9.5,91,4,Clear,Non Holiday,Weekday,Autumn
ID6657,09/10/2015 09:00,2383,11.5,11.5,82,2,Clear,Non Holiday,Weekday,Autumn
ID6658,09/10/2015 10:00,1333,14,14,69.5,4,Clear,Non Holiday,Weekday,Autumn
ID6659,09/10/2015 11:00,1333,14.5,14.5,67.5,8,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6660,09/10/2015 12:00,1641,16,16,59,8,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6661,09/10/2015 13:00,1842,16,16,55.5,9,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6662,09/10/2015 14:00,1681,17,17,56,11,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6663,09/10/2015 15:00,1755,17,17,56,10,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6664,09/10/2015 16:00,2389,16.5,16.5,57.5,12,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6665,09/10/2015 17:00,3744,15.5,15.5,59,14,Scattered Clouds,Non Holiday,Weekday,Autumn
ID6666,09/10/2015 18:00,3121,14,14,72,13,Clear,Non Holiday,Weekday,Autumn
ID6667,09/10/2015 19:00,1763,13,13,77,9,Clear,Non Holiday,Weekday,Autumn
ID6668,09/10/2015 20:00,1055,13,13,79.5,7,Clear,Non Holiday,Weekday,Autumn
ID6669,09/10/2015 21:00,742,12,12,82,6.5,Clear,Non Holiday,Weekday,Autumn
ID6670,09/10/2015 22:00,660,12,12,82,6.5,Clear,Non Holiday,Weekday,Autumn
ID6671,09/10/2015 23:00,674,12,12,82,6,Clear,Non Holiday,Weekday,Autumn
ID6672,10/10/2015 00:00,627,11,11,82,4,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6673,10/10/2015 01:00,476,11,11,88,6,Broken Clouds,Non Holiday,Weekend,Autumn
ID6674,10/10/2015 02:00,333,10.5,10.5,85,5,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6675,10/10/2015 03:00,246,10.5,10.5,85,6,Broken Clouds,Non Holiday,Weekend,Autumn
ID6676,10/10/2015 04:00,155,10,10,91,6,Broken Clouds,Non Holiday,Weekend,Autumn
ID6677,10/10/2015 05:00,99,9.5,9.5,91,5,Clear,Non Holiday,Weekend,Autumn
ID6678,10/10/2015 06:00,159,9,8.5,94,5,Clear,Non Holiday,Weekend,Autumn
ID6679,10/10/2015 07:00,282,10,10,91,0,Clear,Non Holiday,Weekend,Autumn
ID6680,10/10/2015 08:00,575,11.5,11.5,85,2,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6681,10/10/2015 09:00,1165,13,13,82.5,2,Clear,Non Holiday,Weekend,Autumn
ID6682,10/10/2015 10:00,1728,14.5,14.5,74.5,12,Clear,Non Holiday,Weekend,Autumn
ID6683,10/10/2015 11:00,2222,15.5,15.5,70,17,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6684,10/10/2015 12:00,2476,16,16,72,17,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6685,10/10/2015 13:00,2557,16,16,72,19.5,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6686,10/10/2015 14:00,2453,16,16,70,19.5,Broken Clouds,Non Holiday,Weekend,Autumn
ID6687,10/10/2015 15:00,2486,16,16,70,23,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6688,10/10/2015 16:00,2805,15.5,15.5,70,21,Broken Clouds,Non Holiday,Weekend,Autumn
ID6689,10/10/2015 17:00,2262,15,15,77,18,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6690,10/10/2015 18:00,1705,14.5,14.5,79.5,17,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6691,10/10/2015 19:00,1355,14,14,82,16,Clear,Non Holiday,Weekend,Autumn
ID6692,10/10/2015 20:00,991,14,14,82,14,Clear,Non Holiday,Weekend,Autumn
ID6693,10/10/2015 21:00,815,13,13,88,11,Clear,Non Holiday,Weekend,Autumn
ID6694,10/10/2015 22:00,752,13,13,88,11,Scattered Clouds,Non Holiday,Weekend,Autumn
ID6695,10/10/2015 23:00,692,13,13,82,10,Clear,Non Holiday,Weekend,Autumn
ID6696,11/10/2015 00:00,641,12,12,88,13,Cloudy,Non Holiday,Weekend,Autumn
ID6697,11/10/2015 01:00,574,13,13,82,11,Broken Clouds,Non Holiday,Weekend,Autumn
ID6698,11/10/2015 02:00,421,12.5,12.5,85,13,Scattered Clouds,Non Holiday,Weekend,Autumn
